1.500000000000000222e-01,8.300000000000000711e-01,1.300000000000000044e-01,6.700000000000000400e-01,7.900000000000000355e-01
5.000000000000000278e-02,8.699999999999999956e-01,4.899999999999999911e-01,9.899999999999999911e-01,8.100000000000000533e-01
8.900000000000000133e-01,9.499999999999999556e-01,6.500000000000000222e-01,4.699999999999999734e-01,1.699999999999999845e-01
3.900000000000000133e-01,9.699999999999999734e-01,7.900000000000000355e-01,5.100000000000000089e-01,8.900000000000000133e-01
3.099999999999999978e-01,1.699999999999999845e-01,3.300000000000000155e-01,2.100000000000000200e-01,1.900000000000000022e-01
1.000000000000000021e-02,2.299999999999999822e-01,3.099999999999999978e-01,7.700000000000000178e-01,3.300000000000000155e-01
3.300000000000000155e-01,5.300000000000000266e-01,5.899999999999999689e-01,6.500000000000000222e-01,8.300000000000000711e-01
1.900000000000000022e-01,3.300000000000000155e-01,4.299999999999999933e-01,7.099999999999999645e-01,1.100000000000000006e-01
8.999999999999999667e-02,2.700000000000000178e-01,1.699999999999999845e-01,3.499999999999999778e-01,5.899999999999999689e-01
5.500000000000000444e-01,4.899999999999999911e-01,7.000000000000000666e-02,5.000000000000000278e-02,4.899999999999999911e-01
2.299999999999999822e-01,8.999999999999999667e-02,6.099999999999999867e-01,2.299999999999999822e-01,7.099999999999999645e-01
8.100000000000000533e-01,6.300000000000000044e-01,1.100000000000000006e-01,7.900000000000000355e-01,6.900000000000000577e-01
5.100000000000000089e-01,1.300000000000000044e-01,2.500000000000000000e-01,1.699999999999999845e-01,9.699999999999999734e-01
6.700000000000000400e-01,5.700000000000000622e-01,8.100000000000000533e-01,2.999999999999999889e-02,4.699999999999999734e-01
2.500000000000000000e-01,6.500000000000000222e-01,5.700000000000000622e-01,8.499999999999999778e-01,3.499999999999999778e-01
7.299999999999999822e-01,5.500000000000000444e-01,5.100000000000000089e-01,3.099999999999999978e-01,4.100000000000000311e-01
9.899999999999999911e-01,5.100000000000000089e-01,1.000000000000000021e-02,4.899999999999999911e-01,2.100000000000000200e-01
2.100000000000000200e-01,3.900000000000000133e-01,8.499999999999999778e-01,5.300000000000000266e-01,6.500000000000000222e-01
8.300000000000000711e-01,9.300000000000000488e-01,6.300000000000000044e-01,8.900000000000000133e-01,1.500000000000000222e-01
9.300000000000000488e-01,5.000000000000000278e-02,9.100000000000000311e-01,3.300000000000000155e-01,5.000000000000000278e-02
4.699999999999999734e-01,2.900000000000000355e-01,9.899999999999999911e-01,5.700000000000000622e-01,5.100000000000000089e-01
5.700000000000000622e-01,9.899999999999999911e-01,3.900000000000000133e-01,9.300000000000000488e-01,6.099999999999999867e-01
6.900000000000000577e-01,7.299999999999999822e-01,5.500000000000000444e-01,9.499999999999999556e-01,9.300000000000000488e-01
1.699999999999999845e-01,7.099999999999999645e-01,5.000000000000000278e-02,5.500000000000000444e-01,3.699999999999999956e-01
8.699999999999999956e-01,4.100000000000000311e-01,6.700000000000000400e-01,9.699999999999999734e-01,7.000000000000000666e-02
7.000000000000000666e-02,1.900000000000000022e-01,7.500000000000000000e-01,8.100000000000000533e-01,8.699999999999999956e-01
3.499999999999999778e-01,3.499999999999999778e-01,4.100000000000000311e-01,2.500000000000000000e-01,8.499999999999999778e-01
8.499999999999999778e-01,7.900000000000000355e-01,9.499999999999999556e-01,1.900000000000000022e-01,9.499999999999999556e-01
3.699999999999999956e-01,8.900000000000000133e-01,8.900000000000000133e-01,7.500000000000000000e-01,1.000000000000000021e-02
5.300000000000000266e-01,2.999999999999999889e-02,7.099999999999999645e-01,1.500000000000000222e-01,8.999999999999999667e-02
4.100000000000000311e-01,6.700000000000000400e-01,8.300000000000000711e-01,3.699999999999999956e-01,4.500000000000000111e-01
